link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF, AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,AM_gamma,MD_Volume,MD_speed_BPR,MD_speed_QVDF, MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,MD_gamma,PM_Volume,PM_speed_BPR,PM_speed_QVDF, PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,PM_gamma,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
115N04376,AZ-101-LOOP,1,115N04376,,41,42,"",,1,1,0,0.820003,50.142395,1800.000000,45.000000,35.099678,5218.377930,4.324099,17.316477, 7.225982,8.774018,1.548035, 2609.188965,1.449549,1685.484179,1030.456788,5218.377930,4.324099,17.316477, 7.225982,8.774018,1.548035, 2609.188965,1.449549,1685.484179,1030.456788,5218.377930,4.324099,17.316477, 7.225982,8.774018,1.548035, 2609.188965,1.449549,1685.484179,1030.456788,60.000,26.561,23.383,59.179,50.142,50.142,50.142,50.142,59.179,50.142,50.142,50.142,50.142,59.179,1.000,0.757,0.666,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,50.142,34.849,21.223,13.793,11.998,13.793,21.223,34.849,50.142,60.000,60.000,60.000,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,60.000,60.000,60.000,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,50.142,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,0.993,0.605,0.393,0.342,0.393,0.605,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+04138,AZ-101-LOOP,1,115+04138,,43,44,"",,1,1,0,0.456324,71.099991,1800.000000,45.000000,49.769993,1666.239990,64.045875,70.708463, 7.995472,8.004528,0.009056, 555.276142,0.308487,0.000000,0.000000,1666.239990,64.045875,70.708463, 7.995472,8.004528,0.009056, 555.276142,0.308487,0.000000,0.000000,1666.239990,64.045875,70.708463, 7.995472,8.004528,0.009056, 555.276142,0.308487,0.000000,0.000000,60.000,70.920,70.920,60.925,71.100,71.100,71.100,71.100,60.925,71.100,71.100,71.100,71.100,60.925,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,71.100,71.002,70.903,70.805,71.100,70.805,70.903,71.002,71.100,60.000,60.000,60.000,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,60.000,60.000,60.000,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,71.100,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115N04134,AZ-101-LOOP,1,115N04134,,45,46,"",,1,1,0,0.039724,69.908440,1800.000000,45.000000,48.935909,4606.645996,9.402764,20.803676, 7.321184,8.678816,1.357632, 2303.322998,1.279624,1696.573748,1656.006498,4606.645996,9.402764,20.803676, 7.321184,8.678816,1.357632, 2303.322998,1.279624,1696.573748,1656.006498,4606.645996,9.402764,20.803676, 7.321184,8.678816,1.357632, 2303.322998,1.279624,1696.573748,1656.006498,60.000,38.346,33.673,60.826,69.908,69.908,69.908,69.908,60.826,69.908,69.908,69.908,69.908,60.826,1.000,0.784,0.688,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.908,53.584,31.972,16.907,13.841,16.907,31.972,53.584,69.908,60.000,60.000,60.000,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,60.000,60.000,60.000,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,69.908,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,0.653,0.346,0.283,0.346,0.653,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115N04375,AZ-101-LOOP,1,115N04375,,47,48,"",,1,1,0,0.746925,50.638336,1800.000000,45.000000,35.446835,5030.399414,4.989102,37.671300, 7.718516,8.281484,0.562969, 1559.170470,0.866206,1800.000000,10486.398022,5030.399414,4.989102,37.671300, 7.718516,8.281484,0.562969, 1559.170470,0.866206,1800.000000,10486.398022,5030.399414,4.989102,37.671300, 7.718516,8.281484,0.562969, 1559.170470,0.866206,1800.000000,10486.398022,60.000,44.178,42.842,59.220,50.638,50.638,50.638,50.638,59.220,50.638,50.638,50.638,50.638,59.220,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,50.638,46.127,41.615,49.614,34.612,49.614,41.615,46.127,50.638,60.000,60.000,60.000,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,60.000,60.000,60.000,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,50.638,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.976,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+04139,AZ-101-LOOP,1,115+04139,,49,50,"",,1,1,0,0.032196,75.233589,1800.000000,45.000000,52.663513,1420.455444,71.097715,75.070649, 7.998225,8.001775,0.003550, 439.364995,0.244092,0.000000,0.000000,1420.455444,71.097715,75.070649, 7.998225,8.001775,0.003550, 439.364995,0.244092,0.000000,0.000000,1420.455444,71.097715,75.070649, 7.998225,8.001775,0.003550, 439.364995,0.244092,0.000000,0.000000,60.000,75.159,75.159,61.269,75.234,75.234,75.234,75.234,61.269,75.234,75.234,75.234,75.234,61.269,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,75.234,75.193,75.152,75.111,75.234,75.111,75.152,75.193,75.234,60.000,60.000,60.000,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,60.000,60.000,60.000,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,75.234,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115N04139,AZ-101-LOOP,1,115N04139,,51,52,"",,1,1,0,0.595055,68.480186,1800.000000,45.000000,47.936131,3140.602051,28.651337,65.989639, 7.969137,8.030863,0.061727, 897.203250,0.498446,0.000000,0.000000,3140.602051,28.651337,65.989639, 7.969137,8.030863,0.061727, 897.203250,0.498446,0.000000,0.000000,3140.602051,28.651337,65.989639, 7.969137,8.030863,0.061727, 897.203250,0.498446,0.000000,0.000000,60.000,67.302,67.302,60.707,68.480,68.480,68.480,68.480,60.707,68.480,68.480,68.480,68.480,60.707,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,68.480,67.838,67.195,66.553,68.480,66.553,67.195,67.838,68.480,60.000,60.000,60.000,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,60.000,60.000,60.000,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,68.480,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115N04138,AZ-101-LOOP,1,115N04138,,53,54,"",,1,1,0,0.317499,64.306686,1800.000000,45.000000,45.014679,3589.035400,19.077040,54.057868, 7.844962,8.155038,0.310077, 1343.197229,0.746221,1800.000000,83664.861964,3589.035400,19.077040,54.057868, 7.844962,8.155038,0.310077, 1343.197229,0.746221,1800.000000,83664.861964,3589.035400,19.077040,54.057868, 7.844962,8.155038,0.310077, 1343.197229,0.746221,1800.000000,83664.861964,60.000,58.714,57.098,60.359,64.307,64.307,64.307,64.307,60.359,64.307,64.307,64.307,64.307,60.359,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,64.307,61.274,58.242,55.210,44.915,55.210,58.242,61.274,64.307,60.000,60.000,60.000,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,60.000,60.000,60.000,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,64.307,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115N04379,AZ-101-LOOP,1,115N04379,,55,56,"",,1,1,0,0.688927,69.526245,1800.000000,45.000000,48.668373,4463.912598,10.417995,43.730221, 7.408103,8.591897,1.183794, 2231.956299,1.239976,1800.000000,255.202302,4463.912598,10.417995,43.730221, 7.408103,8.591897,1.183794, 2231.956299,1.239976,1800.000000,255.202302,4463.912598,10.417995,43.730221, 7.408103,8.591897,1.183794, 2231.956299,1.239976,1800.000000,255.202302,60.000,51.358,48.911,60.794,69.526,69.526,69.526,69.526,60.794,69.526,69.526,69.526,69.526,60.794,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.526,56.749,47.837,42.582,40.164,42.582,47.837,56.749,69.526,60.000,60.000,60.000,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,60.000,60.000,60.000,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,69.526,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,0.983,0.875,0.825,0.875,0.983,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115N04137,AZ-101-LOOP,1,115N04137,,57,58,"",,1,1,0,0.903466,65.670692,1800.000000,45.000000,45.969486,4440.725586,10.015814,45.157272, 7.628521,8.371479,0.742959, 1671.143269,0.928413,1800.000000,3068.874401,4440.725586,10.015814,45.157272, 7.628521,8.371479,0.742959, 1671.143269,0.928413,1800.000000,3068.874401,4440.725586,10.015814,45.157272, 7.628521,8.371479,0.742959, 1671.143269,0.928413,1800.000000,3068.874401,60.000,55.549,53.646,60.473,65.671,65.671,65.671,65.671,60.473,65.671,65.671,65.671,65.671,60.473,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,65.671,57.834,49.998,56.635,42.837,56.635,49.998,57.834,65.671,60.000,60.000,60.000,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,60.000,60.000,60.000,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,65.671,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.932,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+04374,AZ-101-LOOP,1,115+04374,,59,60,"",,1,1,0,0.160533,68.311699,1800.000000,45.000000,47.818188,2686.739014,39.156845,63.502555, 7.938070,8.061930,0.123860, 1067.837615,0.593243,0.000000,0.000000,2686.739014,39.156845,63.502555, 7.938070,8.061930,0.123860, 1067.837615,0.593243,0.000000,0.000000,2686.739014,39.156845,63.502555, 7.938070,8.061930,0.123860, 1067.837615,0.593243,0.000000,0.000000,60.000,65.962,65.962,60.693,68.312,68.312,68.312,68.312,60.693,68.312,68.312,68.312,68.312,60.693,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,68.312,67.030,65.748,64.467,68.312,64.467,65.748,67.030,68.312,60.000,60.000,60.000,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,60.000,60.000,60.000,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,68.312,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+04375,AZ-101-LOOP,1,115+04375,,61,62,"",,1,1,0,0.205283,69.533310,1800.000000,45.000000,48.673317,2598.230469,42.110868,63.873263, 7.927536,8.072464,0.144929, 1110.609281,0.617005,0.000000,0.000000,2598.230469,42.110868,63.873263, 7.927536,8.072464,0.144929, 1110.609281,0.617005,0.000000,0.000000,2598.230469,42.110868,63.873263, 7.927536,8.072464,0.144929, 1110.609281,0.617005,0.000000,0.000000,60.000,66.736,66.736,60.794,69.533,69.533,69.533,69.533,60.794,69.533,69.533,69.533,69.533,60.794,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.533,68.008,66.482,64.957,69.533,64.957,66.482,68.008,69.533,60.000,60.000,60.000,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,60.000,60.000,60.000,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,69.533,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+04372,AZ-101-LOOP,1,115+04372,,63,64,"",,1,1,0,0.818749,71.523285,1800.000000,45.000000,50.066299,2186.491943,53.915449,69.877486, 7.980740,8.019260,0.038521, 797.436265,0.443020,0.000000,0.000000,2186.491943,53.915449,69.877486, 7.980740,8.019260,0.038521, 797.436265,0.443020,0.000000,0.000000,2186.491943,53.915449,69.877486, 7.980740,8.019260,0.038521, 797.436265,0.443020,0.000000,0.000000,60.000,70.754,70.754,60.960,71.523,71.523,71.523,71.523,60.960,71.523,71.523,71.523,71.523,60.960,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,71.523,71.104,70.684,70.265,71.523,70.265,70.684,71.104,71.523,60.000,60.000,60.000,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,60.000,60.000,60.000,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,71.523,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+04373,AZ-101-LOOP,1,115+04373,,65,66,"",,1,1,0,0.259359,69.045189,1800.000000,45.000000,48.331631,2647.268555,40.572634,65.507145, 7.955833,8.044167,0.088334, 981.306561,0.545170,0.000000,0.000000,2647.268555,40.572634,65.507145, 7.955833,8.044167,0.088334, 981.306561,0.545170,0.000000,0.000000,2647.268555,40.572634,65.507145, 7.955833,8.044167,0.088334, 981.306561,0.545170,0.000000,0.000000,60.000,67.349,67.349,60.754,69.045,69.045,69.045,69.045,60.754,69.045,69.045,69.045,69.045,60.754,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.045,68.120,67.194,66.269,69.045,66.269,67.194,68.120,69.045,60.000,60.000,60.000,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,60.000,60.000,60.000,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,69.045,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-05163,AZ-101-LOOP,1,115-05163,,38,67,"",,1,1,0,0.933221,64.892059,1800.000000,45.000000,45.424442,4469.262207,9.684059,23.530219, 7.346196,8.653804,1.307607, 2234.631104,1.241462,1708.946646,1436.859808,4469.262207,9.684059,23.530219, 7.346196,8.653804,1.307607, 2234.631104,1.241462,1708.946646,1436.859808,4469.262207,9.684059,23.530219, 7.346196,8.653804,1.307607, 2234.631104,1.241462,1708.946646,1436.859808,60.000,38.425,34.397,60.408,64.892,64.892,64.892,64.892,60.408,64.892,64.892,64.892,64.892,60.408,1.000,0.846,0.757,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,64.892,50.834,34.923,19.995,16.550,19.995,34.923,50.834,64.892,60.000,60.000,60.000,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,60.000,60.000,60.000,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,64.892,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,0.769,0.440,0.364,0.440,0.769,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-05164,AZ-101-LOOP,1,115-05164,,11,68,"",,1,1,0,0.289879,69.862083,1800.000000,45.000000,48.903458,3478.078369,22.601610,56.842927, 7.812703,8.187297,0.374594, 1408.194582,0.782330,1800.000000,36456.854684,3478.078369,22.601610,56.842927, 7.812703,8.187297,0.374594, 1408.194582,0.782330,1800.000000,36456.854684,3478.078369,22.601610,56.842927, 7.812703,8.187297,0.374594, 1408.194582,0.782330,1800.000000,36456.854684,60.000,63.475,61.709,60.822,69.862,69.862,69.862,69.862,60.822,69.862,69.862,69.862,69.862,60.822,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.862,65.857,61.852,57.847,48.673,57.847,61.852,65.857,69.862,60.000,60.000,60.000,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,60.000,60.000,60.000,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.995,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04139,AZ-101-LOOP,1,115P04139,,50,43,"",,1,1,0,0.564626,74.806992,1800.000000,45.000000,52.364895,1397.796997,70.937503,74.646693, 7.998244,8.001756,0.003512, 438.193677,0.243441,0.000000,0.000000,1397.796997,70.937503,74.646693, 7.998244,8.001756,0.003512, 438.193677,0.243441,0.000000,0.000000,1397.796997,70.937503,74.646693, 7.998244,8.001756,0.003512, 438.193677,0.243441,0.000000,0.000000,60.000,74.733,74.733,61.234,74.807,74.807,74.807,74.807,61.234,74.807,74.807,74.807,74.807,61.234,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,74.807,74.767,74.727,74.687,74.807,74.687,74.727,74.767,74.807,60.000,60.000,60.000,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,60.000,60.000,60.000,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
